response_mode,id,url,flight_proven,serial_number,is_placeholder,details,successful_landings,attempted_landings,flights,last_launch_date,first_launch_date,fastest_turnaround,status.id,status.name,image.id,image.name,image.image_url,image.thumbnail_url,image.credit,image.license.id,image.license.name,image.license.priority,image.license.link,image.single_use,image.variants,launcher_config.response_mode,launcher_config.id,launcher_config.url,launcher_config.name,launcher_config.families,launcher_config.full_name,launcher_config.variant,image
detailed,148,https://ll.thespacedevs.com/2.3.0/launchers/148/,True,B1086,False,"Falcon 9 booster that started out as a Falcon Heavy side booster flown during the GOES-U mission.

Written off on 3 March 2025 after safely landing aboard JRTI due to post-landing aft end fire damaging one of the landing legs and tipping it overboard.",5.0,5.0,5.0,2025-03-03T02:24:00Z,2024-06-25T21:26:00Z,P26DT3H11M,4,lost,2120.0,B1072 and B1086 during landing (GOES-U),https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/b1072_and_b1086_image_20240626195649.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/b1072_and_b1086_image_thumbnail_20240626195649.jpeg,SpaceX,5.0,CC BY-NC 2.0,1.0,https://creativecommons.org/licenses/by-nc/2.0/,True,[],list,164,https://ll.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5,
detailed,65,https://ll.thespacedevs.com/2.3.0/launchers/65/,True,B1056,False,Missed the droneship and made successful water landing; apparently scuttled at sea afterward. ,3.0,4.0,4.0,2020-02-17T15:05:55Z,2019-05-04T06:48:58Z,P62DT14H55M55S,4,lost,1619.0,[AUTO] B1056 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/65_image_20190726210717.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193316.jpeg,,1.0,Unknown,9.0,,True,[],list,164,https://ll.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5,
detailed,54,https://ll.thespacedevs.com/2.3.0/launchers/54/,True,B1046,False,Stage Expended,3.0,3.0,4.0,2020-01-19T15:30:00Z,2018-05-11T20:14:00Z,P87DT9H4M,2,expended,1609.0,[AUTO] B1046 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/54_image_20190226081254.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193259.jpeg,,1.0,Unknown,9.0,,True,[],list,164,https://ll.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5,
detailed,55,https://ll.thespacedevs.com/2.3.0/launchers/55/,True,B1047,False,Stage Expended,2.0,2.0,3.0,2019-08-06T23:23:00Z,2018-07-22T05:50:00Z,P116DT14H56M,2,expended,1610.0,[AUTO] B1047 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/55_image_20190226081347.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193301.jpeg,,1.0,Unknown,9.0,,True,[],list,164,https://ll.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5,
detailed,42,https://ll.thespacedevs.com/2.3.0/launchers/42/,True,B1035,False,Retired; permanently displayed at Space Center Houston.,2.0,2.0,2.0,2017-12-15T15:36:09Z,2017-06-03T21:07:38Z,P194DT18H28M31S,1,retired,1598.0,[AUTO] B1035 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/42_image_20190226083209.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193241.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,37,https://ll.thespacedevs.com/2.3.0/launchers/37/,True,B1029,False,Retired.,2.0,2.0,2.0,2017-06-23T19:10:00Z,2017-01-14T17:54:34Z,P160DT1H15M26S,1,retired,1592.0,[AUTO] B1029 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/37_image_20190226081059.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193230.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,34,https://ll.thespacedevs.com/2.3.0/launchers/34/,True,B1025,False,Retired.,2.0,2.0,2.0,2018-02-06T20:45:00Z,2016-07-18T04:45:29Z,P568DT15H59M31S,1,retired,1589.0,[AUTO] B1025 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/34_image_20190226082254.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193225.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,38,https://ll.thespacedevs.com/2.3.0/launchers/38/,True,B1031,False,"Stored outside at McGregor, partially disassembled (missing engines).",2.0,2.0,2.0,2017-10-11T22:53:00Z,2017-02-19T14:39:00Z,P234DT8H14M,1,retired,1594.0,[AUTO] B1031 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/38_image_20190226082801.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193234.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,45,https://ll.thespacedevs.com/2.3.0/launchers/45/,True,B1039,False,Stage Expended,1.0,1.0,2.0,2018-04-02T20:30:38Z,2017-08-14T16:31:37Z,P231DT3H59M1S,2,expended,1602.0,[AUTO] B1039 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/45_image_20190226083552.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193248.jpeg,,1.0,Unknown,9.0,,True,[],list,145,https://ll.thespacedevs.com/2.3.0/launcher_configurations/145/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 4,Block 4,
detailed,47,https://ll.thespacedevs.com/2.3.0/launchers/47/,True,B1040,False,Stage Expended,1.0,1.0,2.0,2018-06-04T04:45:00Z,2017-09-07T14:00:00Z,P269DT14H45M,2,expended,1603.0,[AUTO] B1040 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/47_image_20190226083837.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193249.jpeg,,1.0,Unknown,9.0,,True,[],list,145,https://ll.thespacedevs.com/2.3.0/launcher_configurations/145/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 4,Block 4,
detailed,240,https://ll.thespacedevs.com/2.3.0/launchers/240/,True,B1101,False,Falcon 9 booster.,2.0,2.0,2.0,2026-02-13T10:15:56Z,2026-01-04T06:48:10Z,P40DT3H27M46S,3,active,2688.0,B1101 at SLC-40 (Crew-12),https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/b1101_at_slc-40_image_20260208171031.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/b1101_at_slc-40_image_thumbnail_20260208171033.jpeg,SpaceX,1.0,Unknown,9.0,,True,[],list,164,https://ll.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5,
detailed,48,https://ll.thespacedevs.com/2.3.0/launchers/48/,True,B1041,False,Stage Expended,1.0,1.0,2.0,2018-03-30T14:13:51Z,2017-10-09T12:37:01Z,P172DT1H36M50S,2,expended,1604.0,[AUTO] B1041 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/48_image_20190226083958.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193251.jpeg,,1.0,Unknown,9.0,,True,[],list,145,https://ll.thespacedevs.com/2.3.0/launcher_configurations/145/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 4,Block 4,
detailed,53,https://ll.thespacedevs.com/2.3.0/launchers/53/,True,B1045,False,Stage Expended,1.0,1.0,2.0,2018-06-29T09:42:41Z,2018-04-18T22:51:31Z,P71DT10H51M10S,2,expended,1608.0,[AUTO] B1045 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/53_image_20190226084547.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193258.jpeg,,1.0,Unknown,9.0,,True,[],list,145,https://ll.thespacedevs.com/2.3.0/launcher_configurations/145/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 4,Block 4,
detailed,40,https://ll.thespacedevs.com/2.3.0/launchers/40/,True,B1032,False,"Survived water landing on a non-recovery launch, SpaceX couldn't tug it back to port, so they hired a company to destroy it.",1.0,1.0,2.0,2018-01-31T21:25:00Z,2017-05-01T11:15:00Z,P275DT10H10M,2,expended,1595.0,[AUTO] B1032 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/40_image_20190226083004.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193236.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,50,https://ll.thespacedevs.com/2.3.0/launchers/50/,True,B1043,False,Stage Expended,1.0,1.0,2.0,2018-05-22T19:47:58Z,2018-01-08T01:00:00Z,P134DT18H47M58S,2,expended,1606.0,[AUTO] B1043 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/50_image_20190226084234.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193254.jpeg,,1.0,Unknown,9.0,,True,[],list,145,https://ll.thespacedevs.com/2.3.0/launcher_configurations/145/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 4,Block 4,
detailed,32,https://ll.thespacedevs.com/2.3.0/launchers/32/,True,B1023,False,Retired; on permanent display indoors at the Kennedy Space Center Visitor Complex.,2.0,2.0,2.0,2018-02-06T20:45:00Z,2016-05-27T21:39:00Z,P619DT23H6M,1,retired,1587.0,B1023,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/32_image_20190226081021.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193222.jpeg,SpaceX,5.0,CC BY-NC 2.0,1.0,https://creativecommons.org/licenses/by-nc/2.0/,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,46,https://ll.thespacedevs.com/2.3.0/launchers/46/,True,B1038,False,Stage Expended,1.0,1.0,2.0,2018-02-22T14:17:00Z,2017-08-24T18:51:00Z,P181DT19H26M,2,expended,1601.0,[AUTO] B1038 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/46_image_20190226083648.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193246.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,30,https://ll.thespacedevs.com/2.3.0/launchers/30/,True,B1021,False,"Retired; on permanent display outside DISH Network Corporation headquarters in Littleton, Colorado.",2.0,2.0,2.0,2017-03-30T22:27:00Z,2016-04-08T20:43:32Z,P356DT1H43M28S,1,retired,1585.0,[AUTO] B1021 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/30_image_20190226080922.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193219.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,43,https://ll.thespacedevs.com/2.3.0/launchers/43/,True,B1036,False,Broke Up After Successful Water Landing,1.0,1.0,2.0,2017-12-23T01:27:34Z,2017-06-25T20:25:18Z,P180DT5H2M16S,2,expended,1599.0,[AUTO] B1036 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/43_image_20190226083438.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193243.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,8,https://ll.thespacedevs.com/2.3.0/launchers/8/,True,B0003,False,Stage Expended,0.0,1.0,1.0,2010-06-04T18:45:00Z,2010-06-04T18:45:00Z,,2,expended,1563.0,[AUTO] B0003 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/8_image_20191115082425.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193142.jpeg,,1.0,Unknown,9.0,,True,[],list,169,https://ll.thespacedevs.com/2.3.0/launcher_configurations/169/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.0,v1.0,
detailed,9,https://ll.thespacedevs.com/2.3.0/launchers/9/,True,B0004,False,First flight of Dragon,0.0,1.0,1.0,2010-12-08T15:43:00Z,2010-12-08T15:43:00Z,,4,lost,1564.0,[AUTO] B0004 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/9_image_20191115082500.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193144.jpeg,,1.0,Unknown,9.0,,True,[],list,169,https://ll.thespacedevs.com/2.3.0/launcher_configurations/169/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.0,v1.0,
detailed,10,https://ll.thespacedevs.com/2.3.0/launchers/10/,True,B0005,False,,0.0,0.0,1.0,2012-05-22T07:44:38Z,2012-05-22T07:44:38Z,,4,lost,1565.0,[AUTO] B0005 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/10_image_20191115082622.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193145.jpeg,,1.0,Unknown,9.0,,True,[],list,169,https://ll.thespacedevs.com/2.3.0/launcher_configurations/169/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.0,v1.0,
detailed,11,https://ll.thespacedevs.com/2.3.0/launchers/11/,True,B0006,False,Suffered engine out at T+1:19 but primary mission successful,0.0,0.0,1.0,2012-10-08T00:35:07Z,2012-10-08T00:35:07Z,,4,lost,1566.0,[AUTO] B0006 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/11_image_20191115082657.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193147.jpeg,,1.0,Unknown,9.0,,True,[],list,169,https://ll.thespacedevs.com/2.3.0/launcher_configurations/169/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.0,v1.0,
detailed,12,https://ll.thespacedevs.com/2.3.0/launchers/12/,True,B0007,False,,0.0,0.0,1.0,2013-03-01T15:10:13Z,2013-03-01T15:10:13Z,,4,lost,1567.0,[AUTO] B0007 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/12_image_20191115082745.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193149.jpeg,,1.0,Unknown,9.0,,True,[],list,169,https://ll.thespacedevs.com/2.3.0/launcher_configurations/169/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.0,v1.0,
detailed,13,https://ll.thespacedevs.com/2.3.0/launchers/13/,True,B1003,False,"First flight of Falcon 9 v1.1 upgrade, first Spacex flight from Vandenberg",0.0,0.0,1.0,2013-09-29T16:00:13Z,2013-09-29T16:00:13Z,,4,lost,1568.0,[AUTO] B1003 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/13_image_20191115082823.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193151.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,14,https://ll.thespacedevs.com/2.3.0/launchers/14/,True,B1004,False,,0.0,0.0,1.0,2013-12-03T22:41:00Z,2013-12-03T22:41:00Z,,4,lost,1569.0,[AUTO] B1004 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/14_image_20191115082913.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193152.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,15,https://ll.thespacedevs.com/2.3.0/launchers/15/,True,B1005,False,,0.0,0.0,1.0,2014-01-06T22:06:00Z,2014-01-06T22:06:00Z,,4,lost,1570.0,[AUTO] B1005 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/15_image_20190226091005.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193154.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,16,https://ll.thespacedevs.com/2.3.0/launchers/16/,True,B1006,False,Broke up after sucessful water landing,0.0,0.0,1.0,2014-04-18T19:25:22Z,2014-04-18T19:25:22Z,,4,lost,1571.0,[AUTO] B1006 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/16_image_20190226091044.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193155.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,17,https://ll.thespacedevs.com/2.3.0/launchers/17/,True,B1007,False,Broke up after sucessful water landing,0.0,0.0,1.0,2014-07-14T15:15:00Z,2014-07-14T15:15:00Z,,4,lost,1572.0,[AUTO] B1007 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/17_image_20190226091117.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193157.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,18,https://ll.thespacedevs.com/2.3.0/launchers/18/,True,B1008,False,,0.0,0.0,1.0,2014-08-05T08:00:00Z,2014-08-05T08:00:00Z,,4,lost,1573.0,[AUTO] B1008 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/18_image_20190226091204.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193159.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,20,https://ll.thespacedevs.com/2.3.0/launchers/20/,True,B1010,False,Broke up after sucessful water landing,0.0,1.0,1.0,2014-09-21T05:52:03Z,2014-09-21T05:52:03Z,,4,lost,1574.0,[AUTO] B1010 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/20_image_20190226091314.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193201.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,19,https://ll.thespacedevs.com/2.3.0/launchers/19/,True,B1011,False,,0.0,0.0,1.0,2014-09-07T05:00:00Z,2014-09-07T05:00:00Z,,4,lost,1575.0,[AUTO] B1011 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/19_image_20190226091240.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193202.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,21,https://ll.thespacedevs.com/2.3.0/launchers/21/,True,B1012,False,"Destroyed on impact with droneship, grid fin hydraulic fluid depleted",0.0,1.0,1.0,2015-01-10T09:47:10Z,2015-01-10T09:47:10Z,,4,lost,1576.0,[AUTO] B1012 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/21_image_20190226091343.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193204.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,22,https://ll.thespacedevs.com/2.3.0/launchers/22/,True,B1013,False,Broke up after sucessful water landing,0.0,0.0,1.0,2015-02-11T23:03:32Z,2015-02-11T23:03:32Z,,4,lost,1577.0,[AUTO] B1013 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/22_image_20190226091415.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193205.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,23,https://ll.thespacedevs.com/2.3.0/launchers/23/,True,B1014,False,,0.0,0.0,1.0,2015-03-02T03:50:00Z,2015-03-02T03:50:00Z,,4,lost,1578.0,[AUTO] B1014 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/23_image_20190226091459.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193207.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
